Bandit,Reward,Algorithm
600,3,epsilon_greedy
601,3,epsilon_greedy
602,3,epsilon_greedy
603,3,epsilon_greedy
604,3,epsilon_greedy
605,3,epsilon_greedy
606,3,epsilon_greedy
607,3,epsilon_greedy
608,3,epsilon_greedy
609,3,epsilon_greedy
610,3,epsilon_greedy
611,3,epsilon_greedy
612,3,epsilon_greedy
613,3,epsilon_greedy
614,3,epsilon_greedy
615,3,epsilon_greedy
616,3,epsilon_greedy
617,3,epsilon_greedy
618,3,epsilon_greedy
619,3,epsilon_greedy
620,3,epsilon_greedy
621,3,epsilon_greedy
622,3,epsilon_greedy
623,3,epsilon_greedy
624,3,epsilon_greedy
625,3,epsilon_greedy
626,3,epsilon_greedy
627,3,epsilon_greedy
628,3,epsilon_greedy
629,3,epsilon_greedy
630,3,epsilon_greedy
631,3,epsilon_greedy
632,3,epsilon_greedy
633,3,epsilon_greedy
634,3,epsilon_greedy
635,3,epsilon_greedy
636,3,epsilon_greedy
637,3,epsilon_greedy
638,3,epsilon_greedy
639,3,epsilon_greedy
640,3,epsilon_greedy
641,3,epsilon_greedy
642,3,epsilon_greedy
643,3,epsilon_greedy
644,3,epsilon_greedy
645,3,epsilon_greedy
646,3,epsilon_greedy
647,3,epsilon_greedy
648,3,epsilon_greedy
649,3,epsilon_greedy
650,3,epsilon_greedy
651,3,epsilon_greedy
652,3,epsilon_greedy
653,3,epsilon_greedy
654,3,epsilon_greedy
655,3,epsilon_greedy
656,3,epsilon_greedy
657,3,epsilon_greedy
658,3,epsilon_greedy
659,3,epsilon_greedy
660,3,epsilon_greedy
661,3,epsilon_greedy
662,3,epsilon_greedy
663,3,epsilon_greedy
664,3,epsilon_greedy
665,3,epsilon_greedy
666,3,epsilon_greedy
667,3,epsilon_greedy
668,3,epsilon_greedy
669,3,epsilon_greedy
670,3,epsilon_greedy
671,3,epsilon_greedy
672,3,epsilon_greedy
673,3,epsilon_greedy
674,3,epsilon_greedy
675,3,epsilon_greedy
676,3,epsilon_greedy
677,3,epsilon_greedy
678,3,epsilon_greedy
679,3,epsilon_greedy
680,3,epsilon_greedy
681,3,epsilon_greedy
682,3,epsilon_greedy
683,3,epsilon_greedy
684,3,epsilon_greedy
685,3,epsilon_greedy
686,3,epsilon_greedy
687,3,epsilon_greedy
688,3,epsilon_greedy
689,3,epsilon_greedy
690,3,epsilon_greedy
691,3,epsilon_greedy
692,3,epsilon_greedy
693,3,epsilon_greedy
694,3,epsilon_greedy
695,3,epsilon_greedy
696,3,epsilon_greedy
697,3,epsilon_greedy
698,3,epsilon_greedy
699,3,epsilon_greedy
700,3,epsilon_greedy
701,3,epsilon_greedy
702,3,epsilon_greedy
703,3,epsilon_greedy
704,3,epsilon_greedy
705,3,epsilon_greedy
706,3,epsilon_greedy
707,3,epsilon_greedy
708,3,epsilon_greedy
709,3,epsilon_greedy
710,3,epsilon_greedy
711,3,epsilon_greedy
712,3,epsilon_greedy
713,3,epsilon_greedy
714,3,epsilon_greedy
715,3,epsilon_greedy
716,3,epsilon_greedy
717,3,epsilon_greedy
718,3,epsilon_greedy
719,3,epsilon_greedy
720,3,epsilon_greedy
721,3,epsilon_greedy
722,3,epsilon_greedy
723,3,epsilon_greedy
724,3,epsilon_greedy
725,3,epsilon_greedy
726,3,epsilon_greedy
727,3,epsilon_greedy
728,3,epsilon_greedy
729,3,epsilon_greedy
730,3,epsilon_greedy
731,3,epsilon_greedy
732,3,epsilon_greedy
733,3,epsilon_greedy
734,3,epsilon_greedy
735,3,epsilon_greedy
736,3,epsilon_greedy
737,3,epsilon_greedy
738,3,epsilon_greedy
739,3,epsilon_greedy
740,3,epsilon_greedy
741,3,epsilon_greedy
742,3,epsilon_greedy
743,3,epsilon_greedy
744,3,epsilon_greedy
745,3,epsilon_greedy
746,3,epsilon_greedy
747,3,epsilon_greedy
748,3,epsilon_greedy
749,3,epsilon_greedy
750,3,epsilon_greedy
751,3,epsilon_greedy
752,3,epsilon_greedy
753,3,epsilon_greedy
754,3,epsilon_greedy
755,3,epsilon_greedy
756,3,epsilon_greedy
757,3,epsilon_greedy
758,3,epsilon_greedy
759,3,epsilon_greedy
760,3,epsilon_greedy
761,3,epsilon_greedy
762,3,epsilon_greedy
763,3,epsilon_greedy
764,3,epsilon_greedy
765,3,epsilon_greedy
766,3,epsilon_greedy
767,3,epsilon_greedy
768,3,epsilon_greedy
769,3,epsilon_greedy
770,3,epsilon_greedy
771,3,epsilon_greedy
772,3,epsilon_greedy
773,3,epsilon_greedy
774,3,epsilon_greedy
775,3,epsilon_greedy
776,3,epsilon_greedy
777,3,epsilon_greedy
778,3,epsilon_greedy
779,3,epsilon_greedy
780,3,epsilon_greedy
781,3,epsilon_greedy
782,3,epsilon_greedy
783,3,epsilon_greedy
784,3,epsilon_greedy
785,3,epsilon_greedy
786,3,epsilon_greedy
787,3,epsilon_greedy
788,3,epsilon_greedy
789,3,epsilon_greedy
790,3,epsilon_greedy
791,3,epsilon_greedy
792,3,epsilon_greedy
793,3,epsilon_greedy
794,3,epsilon_greedy
